k1,k2,ka,k1_avg,k2_avg,ka_avg,ζ_avg,prob_avg,λ1_avg,λ2_avg,λa_avg,σ_λ1,σ_λ2,σ_λa
9.0,107.0,58.0,8.974,107.22760000000001,58.10080000000001,-0.39428639,0.0,1.2581647,77.44912155,46.89688066,0.39349249,2.38969845,0.97020528
9.0,109.0,59.0,8.9688,108.9164,58.942600000000006,-0.39821034,0.0,1.13255616,79.0142591,47.52918112,0.34416942,2.19569586,0.55611903
11.0,5.0,8.0,10.978399999999999,5.0704,8.024400000000002,1.57343878,1.0,1.9644476,0.34003775,4.34696263,0.71772835,0.08524371,0.10042481
11.0,7.0,9.0,11.023200000000001,7.018799999999999,9.021,1.85831282,1.0,2.18276749,0.71032594,5.16600965,0.84769249,0.06183427,0.06648511
11.0,9.0,10.0,10.898000000000001,8.918800000000001,9.908399999999999,1.49683395,1.0,2.41851429,1.42378779,5.86125212,0.43935702,0.42594649,0.11224455
11.0,11.0,11.0,10.883200000000002,11.000400000000003,10.941800000000002,1.4442659,1.0,2.14739852,2.39445546,6.70851971,0.87825608,0.38634947,0.14740474
11.0,13.0,12.0,11.0128,12.860400000000002,11.9366,1.4400885,1.0,1.97219456,2.91993348,7.50473555,0.6335728,0.87951315,0.15098223
11.0,15.0,13.0,11.011199999999999,15.0776,13.0444,0.93690952,1.0,2.21173037,4.47742654,8.40130158,0.79636765,0.75640268,0.1002007
11.0,17.0,14.0,11.043200000000002,16.932399999999998,13.987800000000002,0.88761436,1.0,2.02029259,4.99013169,9.16737208,0.76406694,0.86919727,0.16128407
11.0,19.0,15.0,10.977599999999999,18.958000000000002,14.9678,0.36721056,1.0,1.95452962,7.34136489,9.96957371,0.51413631,0.61098665,0.14247063
11.0,21.0,16.0,11.0228,21.0296,16.0262,0.31607065,1.0,2.22459561,8.32006767,10.84502134,0.72898366,0.93579638,0.18212729
11.0,23.0,17.0,10.892,23.2016,17.0468,0.27845916,1.0,2.04979861,9.17844604,11.66541029,0.58096633,0.76434693,0.07531786
11.0,25.0,18.0,10.9148,25.0316,17.9732,0.1968243,1.0,2.24451704,10.52912797,12.42731361,0.61005898,1.34229685,0.20425307
